2026-04-01T02:03:59-04:00 better-hook 23ms exit=0
2026-04-01T02:03:59-04:00 masonry-block-no-verify 42ms exit=0
2026-04-01T02:03:59-04:00 masonry-approver 50ms exit=0
2026-04-01T02:03:59-04:00 masonry-tool-failure 28ms exit=0
2026-04-01T02:04:03-04:00 better-hook 30ms exit=0
2026-04-01T02:04:03-04:00 masonry-block-no-verify 23ms exit=0
2026-04-01T02:04:03-04:00 masonry-approver 29ms exit=0
2026-04-01T02:04:04-04:00 masonry-tool-failure 25ms exit=0
2026-04-01T02:04:07-04:00 better-hook 23ms exit=0
2026-04-01T02:04:07-04:00 masonry-block-no-verify 27ms exit=0
2026-04-01T02:04:07-04:00 masonry-approver 33ms exit=0
2026-04-01T02:04:07-04:00 better-hook 19ms exit=0
2026-04-01T02:04:07-04:00 masonry-block-no-verify 29ms exit=0
2026-04-01T02:04:07-04:00 masonry-approver 32ms exit=0
2026-04-01T02:04:09-04:00 masonry-tool-failure 25ms exit=0
2026-04-01T02:04:14-04:00 better-hook 28ms exit=0
2026-04-01T02:04:14-04:00 masonry-block-no-verify 28ms exit=0
2026-04-01T02:04:14-04:00 masonry-approver 30ms exit=0
2026-04-01T02:04:32-04:00 better-hook 25ms exit=0
2026-04-01T02:04:32-04:00 masonry-block-no-verify 26ms exit=0
2026-04-01T02:04:32-04:00 masonry-approver 29ms exit=0
2026-04-01T02:04:32-04:00 masonry-tool-failure 27ms exit=0
2026-04-01T02:04:41-04:00 better-hook 24ms exit=0
2026-04-01T02:04:41-04:00 masonry-block-no-verify 23ms exit=0
2026-04-01T02:04:41-04:00 masonry-approver 26ms exit=0
2026-04-01T02:04:47-04:00 better-hook 23ms exit=0
2026-04-01T02:04:47-04:00 masonry-block-no-verify 23ms exit=0
2026-04-01T02:04:47-04:00 masonry-approver 28ms exit=0
2026-04-01T02:05:15-04:00 better-hook 20ms exit=0
2026-04-01T02:05:15-04:00 masonry-block-no-verify 27ms exit=0
2026-04-01T02:05:15-04:00 masonry-approver 28ms exit=0
2026-04-01T02:05:39-04:00 better-hook 19ms exit=0
2026-04-01T02:05:39-04:00 masonry-block-no-verify 24ms exit=0
2026-04-01T02:05:39-04:00 masonry-approver 30ms exit=0
2026-04-01T02:05:44-04:00 better-hook 13ms exit=0
2026-04-01T02:05:49-04:00 better-hook 27ms exit=0
2026-04-01T02:05:49-04:00 masonry-block-no-verify 23ms exit=0
2026-04-01T02:05:49-04:00 masonry-approver 110ms exit=0
2026-04-01T02:05:54-04:00 better-hook 39ms exit=0
2026-04-01T02:05:54-04:00 better-hook 29ms exit=0
2026-04-01T02:05:54-04:00 masonry-block-no-verify 22ms exit=0
2026-04-01T02:05:54-04:00 masonry-approver 40ms exit=0
2026-04-01T02:06:00-04:00 better-hook 10ms exit=0
2026-04-01T02:06:15-04:00 better-hook 11ms exit=0
2026-04-01T02:06:19-04:00 better-hook 10ms exit=0
2026-04-01T02:06:25-04:00 better-hook 9ms exit=0
2026-04-01T02:06:26-04:00 better-hook 48ms exit=0
2026-04-01T02:06:26-04:00 masonry-register 31ms exit=0
2026-04-01T02:06:26-04:00 masonry-prompt-inject 58ms exit=0
2026-04-01T02:06:26-04:00 masonry-session-end 25ms exit=0
2026-04-01T02:06:35-04:00 masonry-session-start 25ms exit=0
2026-04-01T02:06:35-04:00 masonry-session-start 27ms exit=0
2026-04-01T02:06:44-04:00 better-hook 33ms exit=0
2026-04-01T02:06:45-04:00 masonry-register 37ms exit=0
2026-04-01T02:06:45-04:00 masonry-prompt-inject 57ms exit=0
2026-04-01T02:06:45-04:00 recall-retrieve 541ms exit=0
2026-04-01T02:06:47-04:00 masonry-prompt-router 2048ms exit=0
[SLOW HOOK] masonry-prompt-router: 2048ms
2026-04-01T02:06:53-04:00 better-hook 83ms exit=0
2026-04-01T02:06:53-04:00 masonry-build-guard 162ms exit=0
2026-04-01T02:06:53-04:00 masonry-handoff 153ms exit=0
2026-04-01T02:06:53-04:00 masonry-session-summary 139ms exit=0
2026-04-01T02:06:53-04:00 masonry-ema-collector 167ms exit=0
2026-04-01T02:06:53-04:00 masonry-training-export 119ms exit=0
2026-04-01T02:06:53-04:00 masonry-score-trigger 159ms exit=0
2026-04-01T02:06:53-04:00 masonry-pagerank-trigger 171ms exit=0
2026-04-01T02:06:53-04:00 masonry-system-status 142ms exit=0
2026-04-01T02:06:53-04:00 masonry-stop-guard 173ms exit=0
2026-04-01T02:06:54-04:00 masonry-context-monitor 666ms exit=0
2026-04-01T02:06:55-04:00 session-save 2135ms exit=0
[SLOW HOOK] session-save: 2135ms
2026-04-01T02:07:01-04:00 masonry-session-start 36ms exit=0
2026-04-01T02:07:01-04:00 masonry-session-start 25ms exit=0
2026-04-01T02:07:05-04:00 recall-session-summary 11945ms exit=0
[SLOW HOOK] recall-session-summary: 11945ms
2026-04-01T02:07:26-04:00 better-hook 20ms exit=0
2026-04-01T02:07:26-04:00 masonry-prompt-inject 53ms exit=0
2026-04-01T02:07:26-04:00 masonry-register 47ms exit=0
2026-04-01T02:07:27-04:00 recall-retrieve 544ms exit=0
2026-04-01T02:07:28-04:00 masonry-prompt-router 2089ms exit=0
[SLOW HOOK] masonry-prompt-router: 2089ms
2026-04-01T02:07:38-04:00 better-hook 16ms exit=0
2026-04-01T02:07:38-04:00 masonry-register 30ms exit=0
2026-04-01T02:07:38-04:00 masonry-prompt-inject 51ms exit=0
2026-04-01T02:07:38-04:00 recall-retrieve 536ms exit=0
2026-04-01T02:07:40-04:00 masonry-prompt-router 2056ms exit=0
[SLOW HOOK] masonry-prompt-router: 2056ms
2026-04-01T02:07:44-04:00 better-hook 9ms exit=0
2026-04-01T02:07:44-04:00 masonry-block-no-verify 27ms exit=0
2026-04-01T02:07:44-04:00 masonry-approver 26ms exit=0
2026-04-01T02:07:49-04:00 masonry-build-guard 23ms exit=0
2026-04-01T02:07:49-04:00 masonry-session-summary 23ms exit=0
2026-04-01T02:07:49-04:00 better-hook 70ms exit=0
2026-04-01T02:07:49-04:00 masonry-ema-collector 66ms exit=0
2026-04-01T02:07:49-04:00 masonry-handoff 61ms exit=0
2026-04-01T02:07:49-04:00 masonry-pagerank-trigger 58ms exit=0
2026-04-01T02:07:49-04:00 masonry-score-trigger 49ms exit=0
2026-04-01T02:07:49-04:00 masonry-system-status 34ms exit=0
2026-04-01T02:07:49-04:00 masonry-training-export 29ms exit=0
2026-04-01T02:07:49-04:00 masonry-stop-guard 65ms exit=0
2026-04-01T02:07:49-04:00 masonry-context-monitor 547ms exit=0
2026-04-01T02:07:50-04:00 better-hook 13ms exit=0
2026-04-01T02:07:50-04:00 masonry-block-no-verify 28ms exit=0
2026-04-01T02:07:50-04:00 masonry-approver 30ms exit=0
2026-04-01T02:07:51-04:00 masonry-agent-complete 33ms exit=0
2026-04-01T02:07:51-04:00 session-save 2033ms exit=0
[SLOW HOOK] session-save: 2033ms
2026-04-01T02:08:03-04:00 masonry-build-guard 25ms exit=0
2026-04-01T02:08:03-04:00 masonry-session-summary 25ms exit=0
2026-04-01T02:08:03-04:00 masonry-pagerank-trigger 50ms exit=0
2026-04-01T02:08:03-04:00 masonry-ema-collector 78ms exit=0
2026-04-01T02:08:03-04:00 better-hook 89ms exit=0
2026-04-01T02:08:03-04:00 masonry-score-trigger 45ms exit=0
2026-04-01T02:08:03-04:00 masonry-handoff 75ms exit=0
2026-04-01T02:08:03-04:00 masonry-system-status 31ms exit=0
2026-04-01T02:08:03-04:00 masonry-training-export 29ms exit=0
2026-04-01T02:08:03-04:00 masonry-stop-guard 465ms exit=0
2026-04-01T02:08:03-04:00 masonry-context-monitor 528ms exit=0
2026-04-01T02:08:04-04:00 recall-session-summary 15550ms exit=0
[SLOW HOOK] recall-session-summary: 15550ms
2026-04-01T02:08:05-04:00 session-save 2031ms exit=0
[SLOW HOOK] session-save: 2031ms
2026-04-01T02:08:05-04:00 recall-session-summary 2455ms exit=0
[SLOW HOOK] recall-session-summary: 2455ms
2026-04-01T02:09:56-04:00 better-hook 17ms exit=0
2026-04-01T02:09:56-04:00 masonry-register 34ms exit=0
2026-04-01T02:09:56-04:00 masonry-prompt-inject 53ms exit=0
2026-04-01T02:09:57-04:00 recall-retrieve 536ms exit=0
2026-04-01T02:09:58-04:00 masonry-prompt-router 2040ms exit=0
[SLOW HOOK] masonry-prompt-router: 2040ms
2026-04-01T02:10:03-04:00 better-hook 11ms exit=0
2026-04-01T02:10:04-04:00 better-hook 9ms exit=0
2026-04-01T02:10:09-04:00 better-hook 13ms exit=0
2026-04-01T02:10:24-04:00 better-hook 8ms exit=0
2026-04-01T02:10:28-04:00 better-hook 17ms exit=0
2026-04-01T02:11:02-04:00 masonry-routing-gate 30ms exit=2
2026-04-01T02:11:02-04:00 better-hook 33ms exit=0
2026-04-01T02:11:02-04:00 masonry-pre-protect 31ms exit=0
2026-04-01T02:11:02-04:00 masonry-dep-audit 31ms exit=0
2026-04-01T02:11:02-04:00 masonry-content-guard 27ms exit=0
2026-04-01T02:11:02-04:00 masonry-approver 29ms exit=0
2026-04-01T02:11:32-04:00 better-hook 25ms exit=0
2026-04-01T02:11:32-04:00 masonry-register 36ms exit=0
2026-04-01T02:11:32-04:00 masonry-prompt-inject 48ms exit=0
2026-04-01T02:11:32-04:00 recall-retrieve 533ms exit=0
2026-04-01T02:11:31-04:00 masonry-prompt-router -556ms exit=0
2026-04-01T02:11:36-04:00 better-hook 9ms exit=0
2026-04-01T02:11:40-04:00 better-hook 8ms exit=0
2026-04-01T02:11:46-04:00 better-hook 12ms exit=0
2026-04-01T02:11:46-04:00 masonry-block-no-verify 23ms exit=0
2026-04-01T02:11:46-04:00 masonry-approver 27ms exit=0
2026-04-01T02:12:09-04:00 masonry-routing-gate 33ms exit=0
2026-04-01T02:12:09-04:00 better-hook 38ms exit=0
2026-04-01T02:12:09-04:00 masonry-pre-protect 30ms exit=0
2026-04-01T02:12:09-04:00 masonry-dep-audit 28ms exit=0
2026-04-01T02:12:09-04:00 masonry-content-guard 31ms exit=0
2026-04-01T02:12:09-04:00 masonry-approver 28ms exit=0
2026-04-01T02:12:09-04:00 masonry-pulse 27ms exit=0
2026-04-01T02:12:09-04:00 masonry-checkpoint 77ms exit=0
2026-04-01T02:12:09-04:00 masonry-agent-onboard 91ms exit=0
2026-04-01T02:12:09-04:00 masonry-tdd-enforcer 35ms exit=0
2026-04-01T02:12:09-04:00 masonry-file-size-guard 70ms exit=0
2026-04-01T02:12:09-04:00 masonry-style-checker 44ms exit=0
2026-04-01T02:12:09-04:00 masonry-build-patterns 85ms exit=0
2026-04-01T02:12:09-04:00 masonry-observe 62ms exit=0
2026-04-01T02:12:10-04:00 observe-edit 1043ms exit=0
2026-04-01T02:12:14-04:00 masonry-build-guard 24ms exit=0
2026-04-01T02:12:14-04:00 masonry-session-summary 25ms exit=0
2026-04-01T02:12:14-04:00 masonry-pagerank-trigger 52ms exit=0
2026-04-01T02:12:14-04:00 masonry-score-trigger 43ms exit=0
2026-04-01T02:12:14-04:00 masonry-ema-collector 84ms exit=0
2026-04-01T02:12:14-04:00 better-hook 101ms exit=0
2026-04-01T02:12:14-04:00 masonry-handoff 61ms exit=0
2026-04-01T02:12:14-04:00 masonry-system-status 38ms exit=0
2026-04-01T02:12:14-04:00 masonry-training-export 34ms exit=0
2026-04-01T02:12:15-04:00 masonry-context-monitor 533ms exit=0
2026-04-01T02:12:15-04:00 masonry-stop-guard 475ms exit=0
2026-04-01T02:12:16-04:00 session-save 2050ms exit=0
[SLOW HOOK] session-save: 2050ms
2026-04-01T02:12:21-04:00 masonry-agent-complete 26ms exit=0
2026-04-01T02:12:32-04:00 recall-session-summary 17803ms exit=0
[SLOW HOOK] recall-session-summary: 17803ms
2026-04-01T02:12:42-04:00 better-hook 13ms exit=0
2026-04-01T02:12:42-04:00 masonry-register 40ms exit=0
2026-04-01T02:12:42-04:00 masonry-prompt-inject 47ms exit=0
2026-04-01T02:12:43-04:00 recall-retrieve 536ms exit=0
2026-04-01T02:12:44-04:00 masonry-prompt-router 2046ms exit=0
[SLOW HOOK] masonry-prompt-router: 2046ms
2026-04-01T02:12:51-04:00 better-hook 8ms exit=0
2026-04-01T02:12:51-04:00 masonry-block-no-verify 33ms exit=0
2026-04-01T02:12:51-04:00 masonry-approver 35ms exit=0
2026-04-01T02:12:54-04:00 better-hook 6ms exit=0
2026-04-01T02:12:54-04:00 masonry-block-no-verify 29ms exit=0
2026-04-01T02:12:54-04:00 masonry-approver 29ms exit=0
2026-04-01T02:13:01-04:00 masonry-build-guard 27ms exit=0
2026-04-01T02:13:01-04:00 masonry-session-summary 29ms exit=0
2026-04-01T02:13:01-04:00 better-hook 74ms exit=0
2026-04-01T02:13:01-04:00 masonry-score-trigger 58ms exit=0
2026-04-01T02:13:01-04:00 masonry-pagerank-trigger 63ms exit=0
2026-04-01T02:13:01-04:00 masonry-handoff 66ms exit=0
2026-04-01T02:13:01-04:00 masonry-ema-collector 69ms exit=0
2026-04-01T02:13:01-04:00 masonry-system-status 40ms exit=0
2026-04-01T02:13:01-04:00 masonry-training-export 32ms exit=0
2026-04-01T02:13:01-04:00 masonry-stop-guard 74ms exit=0
2026-04-01T02:13:02-04:00 masonry-context-monitor 536ms exit=0
2026-04-01T02:13:03-04:00 masonry-agent-complete 22ms exit=0
2026-04-01T02:13:03-04:00 session-save 2045ms exit=0
[SLOW HOOK] session-save: 2045ms
2026-04-01T02:13:26-04:00 recall-session-summary 24446ms exit=0
[SLOW HOOK] recall-session-summary: 24446ms
2026-04-01T02:13:58-04:00 masonry-session-end 24ms exit=0
2026-04-01T02:14:30-04:00 better-hook 14ms exit=0
2026-04-01T02:14:30-04:00 masonry-register 54ms exit=0
2026-04-01T02:14:30-04:00 masonry-prompt-inject 68ms exit=0
2026-04-01T02:14:30-04:00 recall-retrieve 560ms exit=0
2026-04-01T02:14:29-04:00 masonry-prompt-router -597ms exit=0
2026-04-01T02:14:32-04:00 better-hook 8ms exit=0
2026-04-01T02:14:32-04:00 masonry-block-no-verify 29ms exit=0
2026-04-01T02:14:32-04:00 masonry-approver 31ms exit=0
2026-04-01T02:14:35-04:00 better-hook 8ms exit=0
2026-04-01T02:14:35-04:00 masonry-block-no-verify 28ms exit=0
2026-04-01T02:14:35-04:00 masonry-approver 25ms exit=0
2026-04-01T02:14:41-04:00 better-hook 7ms exit=0
2026-04-01T02:14:41-04:00 masonry-block-no-verify 21ms exit=0
